45,128,92,74,130,38,191,27,244,34,299,85,339,127,303,158,261,117,218,75,188,75,151,80,125,108,80,162
318,123,322,123,328,124,333,123,336,124,342,124,346,124,346,133,342,132,338,133,333,132,328,132,321,132,316,132
319,140,328,138,334,137,345,136,350,136,355,152,364,152,368,136,359,135,348,151,343,151,336,152,324,153,316,155
1,230,51,230,94,230,101,230,128,230,128,241,127,257,127,262,30,262,1,261,1,261,1,261,1,236,1,231
262,243,281,243,321,246,349,245,377,247,402,247,431,247,429,274,401,273,376,274,348,272,320,273,282,270,263,270
102,262,110,262,123,261,137,259,149,256,162,255,175,252,178,267,164,269,150,271,139,274,124,276,110,277,103,277
47,280,134,266,220,253,227,252,229,252,233,285,235,298,236,305,104,325,87,328,82,328,55,333,53,320,50,300
256,271,293,272,309,271,342,274,386,275,413,275,436,275,435,296,411,296,384,296,342,295,310,292,292,293,256,292
257,292,283,293,312,294,341,295,377,296,405,298,434,299,433,325,404,323,375,322,340,320,311,320,282,319,258,318
96,322,163,315,208,310,212,310,232,308,233,308,233,308,234,324,225,325,139,334,122,335,99,338,98,330,97,322
