54,47,80,35,124,22,168,15,203,21,246,36,271,48,258,82,233,70,192,55,168,51,132,57,90,70,64,82
16,76,41,76,82,76,97,76,104,76,104,86,104,100,104,121,97,121,40,121,33,121,16,121,16,81,16,79
214,83,273,87,284,87,291,88,301,88,298,131,298,131,298,131,217,126,214,126,213,126,211,126,211,126,213,97
134,170,139,170,148,169,163,171,172,170,181,170,186,169,187,179,182,179,171,179,162,180,150,179,139,180,134,180
34,180,47,180,56,180,57,180,59,180,59,186,58,199,58,200,54,200,35,200,33,200,33,200,34,193,34,183
94,189,156,187,228,186,232,186,297,185,296,198,297,200,296,208,116,211,104,211,102,212,94,212,93,189,93,188
24,205,54,205,56,205,64,205,68,205,68,205,68,212,68,215,57,215,27,215,24,215,24,215,24,204,24,204
92,211,231,207,236,207,294,205,295,205,295,206,295,211,295,219,222,221,212,222,208,221,91,224,92,223,92,222
28,218,49,218,64,218,66,218,68,218,68,218,68,221,68,227,31,227,28,227,28,227,28,227,28,218,28,217
133,226,153,225,169,224,190,223,217,223,238,222,257,222,257,233,238,233,217,235,190,234,169,235,153,236,134,235
