234,95,252,95,270,95,271,95,276,95,276,95,276,102,276,105,257,105,252,105,242,105,234,105,234,102,234,100
104,136,153,121,210,113,246,107,301,114,363,124,401,135,389,187,350,176,293,166,245,160,217,165,167,172,118,187
87,188,378,189,412,190,415,190,417,190,417,236,417,239,417,251,234,249,197,249,165,249,85,249,85,249,85,249
67,259,261,261,270,260,275,261,279,261,279,269,279,269,280,271,188,270,90,269,87,269,67,269,67,262,67,259
293,257,308,260,336,264,372,269,394,266,417,265,440,260,440,277,418,282,395,283,372,286,336,280,308,277,293,274
82,272,119,272,125,272,125,272,136,272,136,275,136,275,136,276,117,276,97,276,90,277,82,277,82,274,82,272
155,272,168,272,174,272,174,272,186,272,186,272,186,276,186,277,168,277,156,277,155,277,155,277,155,275,155,271
207,273,271,273,273,273,273,273,280,273,280,275,280,277,280,281,255,281,208,281,207,281,207,281,207,278,207,273
309,287,384,280,387,280,399,279,403,278,404,290,404,290,405,301,367,305,353,306,324,309,311,310,308,287,308,287
352,296,359,296,386,296,430,296,440,296,440,308,440,320,440,329,405,329,357,329,355,329,351,329,351,321,351,309
204,306,275,306,276,306,275,306,276,306,276,307,277,311,277,314,205,314,204,314,204,314,204,314,204,310,204,308
154,317,157,317,158,317,162,316,211,316,210,318,210,319,210,322,162,322,153,322,153,322,154,322,154,320,154,318
