352,27,406,27,407,27,407,27,408,27,408,29,408,40,408,43,376,43,352,43,352,43,352,43,352,39,352,35
84,28,122,28,122,28,122,28,135,28,135,34,135,41,135,43,112,43,110,43,86,43,84,43,84,37,84,29
140,71,162,62,205,50,238,48,286,52,313,57,350,67,344,91,306,81,282,76,238,73,210,76,167,86,144,94
8,63,18,63,19,63,19,63,20,63,20,126,20,132,20,141,10,141,8,141,8,141,8,141,8,83,8,71
32,61,40,61,42,61,42,61,44,61,44,96,44,140,44,143,36,143,34,143,32,143,32,143,32,102,32,70
450,62,459,63,459,63,459,63,460,63,458,192,457,256,457,256,454,256,451,256,449,256,448,256,448,256,449,159
462,64,465,64,465,64,470,64,471,64,471,67,470,114,471,256,462,256,462,256,462,256,462,256,462,193,462,190
472,63,478,63,480,63,480,63,484,63,484,132,484,178,484,255,477,255,472,255,472,255,472,255,472,177,472,123
8,153,9,153,9,153,12,153,17,153,17,153,17,153,19,354,15,355,11,355,10,355,10,355,9,254,8,153
28,156,32,156,32,156,34,156,36,156,36,166,36,235,36,304,28,304,28,304,28,304,28,304,28,203,28,200
19,157,23,157,26,158,26,157,27,157,27,312,27,319,27,332,25,332,20,332,19,332,19,332,19,237,19,183
39,211,40,211,45,211,45,211,46,211,46,214,46,219,46,252,44,252,43,252,39,252,39,252,39,243,39,241
120,207,236,207,286,207,334,207,370,207,370,246,370,248,370,255,146,255,144,255,121,255,120,255,120,252,120,242
160,274,188,264,205,260,235,258,269,260,297,264,322,270,318,288,293,282,266,278,236,276,208,278,193,282,164,292
39,296,45,296,45,296,45,296,46,296,46,318,46,322,46,332,45,332,40,332,39,332,39,332,39,318,39,298
30,307,33,307,34,307,37,307,38,307,38,323,38,344,38,355,35,355,33,355,32,355,30,355,30,318,30,316
86,312,118,312,118,312,126,312,136,312,136,321,136,321,136,329,103,329,99,329,90,329,86,329,86,318,86,316
344,325,370,325,396,325,397,325,412,325,412,342,412,343,412,344,351,344,349,344,348,344,344,344,344,328,344,325
81,329,88,329,100,330,109,329,118,330,128,330,137,331,138,344,129,343,118,342,109,341,99,342,88,341,82,341
20,333,25,333,25,333,25,333,27,333,27,354,27,354,27,355,24,355,20,355,20,355,20,355,20,341,20,339
