54,33,73,45,97,59,131,81,153,96,190,120,208,133,199,146,181,132,145,109,123,94,87,73,64,58,44,46
195,66,200,59,209,51,222,46,235,44,251,48,259,51,254,63,247,61,234,57,226,58,216,62,210,69,204,75
209,71,213,71,228,69,231,68,241,67,242,72,242,72,243,77,235,78,216,80,210,81,210,81,209,71,209,71
405,78,411,75,412,74,422,71,425,70,433,81,439,78,439,65,433,68,428,82,424,84,418,85,412,88,406,91
397,98,402,96,413,92,424,87,433,84,440,80,449,76,455,86,445,90,436,94,428,97,415,103,405,106,399,108
199,86,209,90,216,92,227,91,231,91,243,85,249,81,257,92,250,95,237,102,228,104,214,105,207,103,197,99
244,147,267,135,282,127,309,116,333,105,361,95,389,84,395,99,367,110,340,120,316,132,289,143,273,151,249,162
245,162,250,160,260,155,271,151,280,148,287,145,297,143,302,153,291,155,284,158,274,161,263,166,252,170,247,173
253,203,269,214,288,226,307,238,331,255,355,265,370,272,364,284,348,278,324,268,299,250,280,237,260,225,243,214
351,277,361,282,363,283,368,285,373,287,366,299,366,299,366,299,351,292,343,288,343,288,343,288,343,288,347,281
