460,1,479,1,496,1,496,1,499,1,499,3,499,6,499,9,481,9,469,9,460,9,460,9,460,6,460,2
1,8,8,8,29,8,52,7,63,5,82,6,99,4,99,16,82,18,64,17,53,20,29,20,8,21,1,21
478,11,485,11,498,11,498,11,499,11,499,11,499,19,499,20,483,20,478,20,478,20,478,20,478,16,478,11
361,39,439,37,441,37,442,37,449,37,449,37,449,37,450,52,377,54,365,54,364,54,362,54,361,39,361,39
73,43,93,42,113,41,137,40,187,38,187,38,187,38,188,65,91,69,83,70,75,70,74,70,73,43,73,43
339,54,411,52,413,52,440,51,470,51,470,51,469,51,470,93,343,95,341,95,340,95,340,95,339,53,338,53
69,71,196,64,196,64,196,64,196,64,197,81,198,81,199,99,185,99,138,101,88,104,70,105,69,88,68,70
267,76,272,81,282,88,289,89,296,87,305,83,315,76,320,86,310,93,300,97,289,100,278,99,266,91,260,86
35,106,212,101,226,101,226,101,227,101,227,101,227,101,229,144,42,148,40,148,37,148,37,148,36,127,35,105
284,110,313,108,331,108,355,106,381,105,411,105,432,105,432,124,411,123,382,124,356,124,332,127,314,127,285,129
250,131,408,125,414,124,431,124,432,124,433,157,434,157,435,191,361,193,271,197,267,197,253,198,251,153,250,131
51,148,137,146,195,145,208,145,212,145,212,151,212,155,212,158,208,159,206,159,146,160,51,162,51,161,51,154
148,173,181,173,199,174,210,174,215,173,215,182,214,185,215,187,181,187,177,187,149,187,148,187,147,181,148,180
44,175,78,175,91,175,118,175,123,175,123,180,123,185,123,188,100,188,60,188,45,188,44,188,44,185,44,177
129,189,141,190,164,192,177,192,194,190,215,191,224,191,222,210,213,210,194,209,179,210,163,210,140,208,127,207
46,195,48,195,77,195,77,195,86,195,86,202,86,206,87,213,61,214,50,213,48,213,46,213,46,206,46,204
249,194,397,194,397,193,409,193,436,193,436,226,436,228,436,233,277,233,254,232,249,232,249,232,248,203,249,194
127,212,182,212,184,212,217,212,228,212,228,229,228,230,228,232,211,231,142,231,130,231,127,231,127,228,127,219
44,213,77,213,79,213,83,213,86,213,86,226,86,227,86,233,69,233,62,233,58,233,44,233,44,225,44,213
156,233,215,234,218,234,218,234,219,234,219,239,219,242,219,243,165,241,157,241,156,241,156,241,156,234,156,232
249,244,280,243,340,242,425,241,463,241,463,244,463,249,463,259,442,260,426,260,333,261,248,263,248,253,248,244
42,255,66,255,69,255,69,255,70,255,70,258,70,258,70,261,64,261,50,261,47,261,42,261,42,257,42,255
404,255,425,255,450,255,451,255,452,255,452,258,452,259,452,264,431,264,419,264,414,264,404,264,404,257,404,255
404,267,417,267,418,267,448,267,452,267,452,275,452,275,452,276,449,276,415,276,404,276,404,276,404,269,404,267
107,273,112,276,121,281,126,282,134,280,140,277,146,272,152,282,146,286,139,290,126,293,118,292,106,286,100,282
254,277,330,277,334,277,383,276,392,276,392,276,391,281,391,285,313,285,265,285,253,285,254,285,253,276,254,276
404,279,421,279,454,277,454,277,455,277,455,280,455,280,455,287,437,288,432,288,406,289,404,290,404,279,404,279
57,294,77,295,104,296,133,297,163,298,203,299,218,300,218,310,203,310,163,309,134,306,102,305,76,304,56,304
269,302,396,301,412,301,413,301,438,301,438,301,438,301,439,311,408,311,355,311,346,311,268,312,268,303,269,302
