976,418,1127,408,1169,1049,1019,1059
780,526,892,520,915,964,803,969
454,549,615,547,620,949,459,951
1212,573,1256,573,1262,915,1218,916
262,570,419,570,419,937,262,937
635,576,792,576,792,916,635,916
1350,592,1397,592,1397,897,1350,897
1449,656,1493,657,1489,836,1445,835
1400,666,1443,666,1443,835,1400,835
1437,1413,1574,1422,1569,1500,1432,1492
1415,1551,1443,1551,1443,1628,1415,1628
1408,1717,1437,1718,1434,1820,1404,1819
1437,1736,1458,1736,1458,1807,1437,1807
1440,1804,1458,1804,1458,1822,1440,1822
