887,142,907,116,935,89,976,67,1013,61,1059,66,1108,78,1095,114,1045,103,1012,100,990,103,956,122,936,142,915,168
1100,133,1131,123,1147,170,1116,181
981,140,1054,140,1054,170,981,170
1766,49,1887,162,1646,423,1524,311
1788,170,1873,179,1869,219,1784,211
1117,182,1152,189,1136,266,1101,259
1011,225,1081,225,1081,255,1011,255
955,272,1075,267,1077,307,957,313
371,388,400,371,439,350,476,333,506,318,542,296,578,270,603,312,567,338,530,360,494,378,461,393,425,413,395,430
612,426,1160,426,1160,457,612,457
466,554,1450,554,1450,679,466,679
892,828,1268,832,1267,905,892,901
1203,926,1340,926,1340,990,1203,990
1259,999,1540,988,1543,1060,1262,1071
