-88,967,140,727,742,148,1125,80,1505,118,2111,551,2382,789,2225,898,1954,661,1451,301,1140,271,825,320,313,808,85,1048
409,628,561,516,869,327,1112,286,1353,293,1661,419,1859,514,1773,667,1574,572,1311,464,1118,461,932,491,664,658,512,770
1009,508,1265,492,1272,594,1016,610
670,637,1627,583,1635,726,678,780
389,802,1923,711,1929,810,395,901
408,908,1909,823,1915,918,413,1003
573,1000,1754,934,1760,1031,579,1097
1598,1151,1883,1143,1888,1310,1603,1318
329,1217,1352,1165,1360,1313,336,1365
1498,1335,2008,1312,2015,1472,1505,1495
342,1373,1152,1353,1156,1531,346,1551
859,2085,950,2094,1118,2120,1213,2107,1390,2091,1491,2059,1580,2031,1616,2206,1528,2234,1406,2269,1225,2285,1109,2298,936,2272,844,2263
