180,161,187,160,198,157,211,157,222,158,232,160,241,162,240,178,231,176,221,174,211,173,198,173,188,176,181,178
148,194,261,191,262,214,149,217
173,230,182,232,195,233,203,234,214,233,225,232,234,231,235,249,226,250,215,250,203,251,194,251,181,249,172,248
526,320,540,320,540,329,526,329
548,321,560,321,560,327,548,327
532,329,560,329,560,338,532,338
540,338,546,338,546,346,540,346
149,430,400,430,400,475,149,475
134,480,415,478,416,514,134,516
267,521,280,521,280,547,267,547
168,555,377,555,377,593,168,593
