223,108,452,108,452,149,223,149
275,153,400,153,400,168,275,168
116,181,551,178,551,230,116,232
80,240,582,240,582,343,80,343
139,423,169,427,257,436,316,438,417,435,472,427,501,423,506,436,477,440,418,448,316,451,256,449,165,440,135,435
151,439,184,444,268,452,315,453,395,451,485,439,518,434,523,448,490,453,397,465,315,468,266,466,180,458,146,453
169,458,198,462,261,468,325,470,408,466,476,457,505,452,510,464,481,469,410,479,326,483,259,481,195,474,165,470
136,464,165,470,228,481,312,485,418,481,511,465,541,458,546,470,516,477,421,493,312,498,225,494,160,482,131,475
178,496,205,500,265,507,337,508,383,507,472,496,499,493,502,504,476,507,385,519,338,519,264,519,202,511,175,507
515,507,545,507,545,532,515,532
192,518,218,522,278,529,324,530,384,527,447,520,474,516,477,527,451,530,387,538,325,541,278,540,215,533,188,529
113,523,120,528,143,538,154,544,175,555,187,558,201,563,193,574,179,569,165,566,144,554,133,548,110,538,103,533
487,548,497,544,505,542,523,535,523,533,542,541,548,533,543,516,536,525,540,545,527,551,518,556,508,559,497,562
216,589,248,593,277,594,327,596,385,594,429,587,462,581,466,595,433,601,387,608,328,610,275,609,245,606,212,603
203,600,233,604,281,610,334,610,379,609,429,602,462,597,466,610,434,616,381,622,334,625,280,624,229,618,200,613
