108,117,121,117,121,126,108,126
70,126,90,123,91,133,71,137
36,134,55,131,56,141,37,144
140,161,156,159,157,169,140,171
90,167,112,165,113,176,90,178
141,171,153,169,154,175,141,177
54,173,73,173,73,182,54,182
90,179,108,176,109,181,91,184
111,213,124,213,124,222,111,222
73,215,94,215,94,223,73,223
40,218,58,218,58,225,40,225
57,258,77,258,77,267,57,267
93,259,115,259,115,270,93,270
144,261,160,261,160,271,144,271
318,268,403,268,403,300,318,300
45,300,60,300,60,309,45,309
77,300,98,304,97,314,76,311
115,306,127,306,127,316,115,316
4,318,14,317,18,373,7,374
315,488,321,491,336,499,352,504,371,509,385,512,396,513,394,528,383,527,370,524,349,519,334,514,318,506,312,502
548,509,558,507,561,547,551,549
522,509,548,509,548,633,522,633
505,512,515,512,515,558,505,558
