60,142,131,91,247,26,320,16,428,33,538,113,588,157,550,177,501,134,409,64,318,51,265,58,166,114,95,165
212,103,437,105,436,139,211,136
218,190,441,190,441,210,218,210
274,211,386,211,386,228,274,228
203,228,454,228,454,247,203,247
271,250,382,250,382,266,271,266
218,267,438,267,438,286,218,286
603,285,638,285,638,300,603,300
278,287,377,287,377,306,278,306
82,305,569,307,569,329,82,327
597,307,639,308,638,324,596,322
595,328,638,328,638,345,595,345
271,329,378,327,378,348,272,350
597,353,639,355,638,372,596,371
174,367,481,367,481,382,174,382
600,376,638,376,638,390,600,390
143,385,513,385,513,401,143,401
167,405,489,405,489,421,167,421
233,425,425,425,425,440,233,440
180,443,479,442,480,468,181,469
87,471,565,471,565,497,87,497
130,500,526,500,526,520,130,520
93,522,563,522,563,543,93,543
328,547,583,545,584,568,329,570
74,546,289,547,289,570,74,569
