221,34,636,-8,643,28,228,72
118,50,177,50,177,77,118,77
143,97,553,69,561,139,151,167
615,101,638,101,638,162,615,162
269,187,556,155,566,204,279,236
149,223,193,223,193,237,149,237
133,239,181,233,183,241,135,247
326,250,567,237,570,264,328,277
70,264,287,256,289,278,72,286
325,286,352,284,413,283,440,280,491,277,530,275,566,272,567,288,531,290,493,293,442,295,414,298,353,300,325,302
63,292,290,285,291,302,64,310
170,509,416,507,417,546,170,548
190,562,306,552,316,616,200,626
297,598,406,598,406,622,297,622
