162,42,200,49,198,56,159,48
137,116,150,109,181,140,167,148
279,110,295,110,295,116,279,116
295,119,327,120,327,126,294,124
337,119,352,119,352,123,337,123
139,123,151,131,116,160,104,152
258,124,293,124,293,131,258,131
320,128,348,128,348,136,320,136
229,138,251,132,255,141,233,146
270,156,288,153,307,210,290,213
218,163,224,162,232,161,240,159,246,156,255,154,260,152,263,161,258,163,249,164,243,167,236,169,226,170,221,171
194,177,211,168,246,205,229,214
61,189,88,195,84,203,58,198
204,189,219,189,219,201,204,201
32,194,46,201,54,206,73,209,95,210,112,213,123,212,123,219,112,219,94,217,73,216,50,213,40,206,26,199
282,216,295,213,310,249,297,252
462,224,542,224,542,253,462,253
0,263,15,263,15,320,0,320
474,269,538,269,538,279,474,279
24,296,41,292,56,322,38,327
190,407,211,421,158,465,137,451
277,471,285,470,298,512,290,514
