305,36,326,51,276,89,255,74
329,54,348,40,390,72,371,86
260,104,278,92,322,126,305,139
327,122,335,120,345,116,354,111,361,105,364,99,368,93,381,99,378,105,374,111,364,120,354,126,343,130,335,132
228,141,261,143,298,142,316,143,349,142,397,142,414,141,415,154,397,155,349,155,316,157,298,156,261,156,228,155
290,158,358,158,358,170,290,170
245,174,406,174,406,190,245,190
127,208,522,206,522,226,127,228
88,545,293,544,293,551,88,553
355,544,560,544,560,551,355,551
305,546,343,546,343,553,305,553
88,554,293,553,293,560,88,562
355,553,560,553,560,561,355,561
308,554,340,554,340,560,308,560
305,560,343,560,343,565,305,565
89,563,295,562,295,569,89,571
355,562,560,562,560,569,355,569
89,572,293,571,293,578,89,580
355,571,560,571,560,578,355,578
89,581,292,580,292,588,89,589
355,580,557,579,557,587,355,589
200,598,451,598,451,604,200,604
