53,0,62,0,67,0,68,0,72,0,73,2,73,6,73,8,55,8,55,8,54,8,54,8,54,1,54,0
0,5,8,5,16,5,24,5,46,5,46,7,46,8,46,12,9,12,8,12,2,12,0,12,0,7,0,6
81,5,83,5,131,5,131,5,132,5,132,11,132,12,132,12,104,12,95,12,86,12,81,12,81,7,81,6
0,12,3,12,4,12,4,12,5,12,5,16,5,16,5,17,1,17,0,17,0,17,0,17,0,14,0,13
0,12,16,12,39,12,55,12,69,12,69,21,69,21,69,22,19,22,7,22,4,22,0,22,0,18,0,12
75,12,112,12,128,12,130,12,130,12,130,16,130,16,130,17,105,17,90,17,79,17,75,17,75,12,75,12
59,17,65,17,68,17,70,17,71,17,71,18,71,19,71,21,69,21,63,21,60,21,59,21,59,20,59,19
85,17,95,17,98,17,106,17,132,17,132,20,132,20,132,22,124,22,94,22,91,22,85,22,85,21,85,20
0,21,27,21,40,21,47,21,48,21,48,23,48,24,48,26,41,26,17,26,13,26,0,26,0,25,0,21
75,21,105,21,108,21,113,21,122,21,122,24,122,25,122,26,97,26,95,26,93,26,75,26,75,24,75,23
60,22,61,22,62,22,62,22,62,22,62,23,62,23,62,24,60,24,60,24,60,24,60,24,60,23,60,22
65,22,65,22,68,22,69,22,69,22,69,22,69,25,69,26,67,26,65,26,65,26,65,26,65,25,65,22
62,58,73,53,96,46,114,44,142,46,155,51,175,58,169,73,150,65,138,61,114,59,99,61,78,67,67,72
47,48,54,48,55,48,55,48,55,48,55,90,55,96,55,98,48,98,47,98,47,98,47,98,47,90,47,84
92,62,120,62,139,62,145,62,147,62,147,62,146,68,146,75,144,75,144,75,133,75,92,75,92,70,92,69
66,77,149,77,152,77,172,78,173,77,172,101,172,101,172,101,143,101,71,99,67,99,65,99,65,99,65,99
82,110,126,110,127,110,130,110,132,110,132,115,132,116,132,120,95,120,85,120,84,120,82,120,82,118,82,117
54,120,55,120,64,120,77,120,82,120,82,124,82,124,82,127,72,127,66,127,56,127,54,127,54,126,54,121
210,134,218,134,231,134,231,134,231,133,231,136,231,139,231,140,213,140,211,140,211,140,210,140,210,139,210,136
81,137,83,137,85,137,87,137,91,137,91,139,91,141,91,142,82,142,82,142,81,142,81,142,81,139,81,139
209,140,229,140,229,140,230,140,230,140,230,142,230,142,230,147,224,146,223,146,218,147,209,146,209,142,209,142
78,142,98,142,103,142,103,142,103,142,103,146,103,147,103,147,80,147,78,147,78,147,78,147,78,142,78,142
212,146,220,146,220,146,225,146,230,146,230,149,230,148,230,152,219,152,218,152,215,152,211,152,211,148,211,147
