39,23,43,23,48,22,55,21,60,20,67,21,70,21,69,26,66,25,60,25,56,25,49,26,43,27,39,28
18,27,23,29,29,31,35,30,42,30,49,28,55,26,56,30,51,32,43,34,35,35,28,35,21,33,16,31
26,48,58,48,58,48,58,48,58,48,58,54,58,61,58,63,31,63,26,63,26,63,26,63,26,60,26,55
12,64,57,65,64,65,70,65,73,65,73,76,73,76,73,79,52,79,46,79,29,79,12,79,12,73,12,66
17,84,19,84,29,84,58,85,67,85,67,88,67,88,67,90,28,90,21,90,20,90,17,90,17,85,17,85
13,94,47,95,69,95,69,95,72,95,72,101,72,101,72,101,64,101,41,101,40,101,13,100,13,100,13,97
16,103,22,103,55,104,68,104,69,104,69,109,69,109,69,109,63,109,22,108,20,107,16,107,16,104,16,103
22,108,54,109,54,109,54,109,64,109,64,109,64,112,64,113,25,112,23,112,22,112,22,112,22,108,22,108
15,111,45,112,65,113,68,113,71,113,70,117,70,117,70,117,15,115,15,115,15,115,15,115,15,113,15,113
17,115,19,116,63,117,68,117,68,117,68,120,68,120,68,121,37,120,28,120,18,119,16,119,16,119,16,119
