10,21,13,20,22,17,30,16,39,17,47,19,55,21,53,28,45,26,37,25,30,24,23,25,15,27,12,28
10,28,53,28,54,28,54,28,55,28,55,31,55,34,55,34,39,34,32,34,20,34,10,34,10,33,10,31
10,34,16,34,22,34,30,34,41,35,47,34,53,34,54,38,47,38,41,38,30,38,22,38,16,38,10,37
16,45,46,45,46,45,49,45,50,45,50,45,50,48,50,49,30,49,19,49,18,49,16,49,16,45,16,45
15,52,39,52,43,52,44,52,46,52,46,54,46,54,46,56,15,55,15,55,15,55,15,55,15,52,15,52
13,58,40,58,41,58,44,58,55,58,55,59,55,60,55,61,26,61,21,61,15,61,13,61,13,59,13,58
10,60,21,60,49,60,56,60,57,60,57,65,57,65,57,66,30,66,13,66,10,66,9,66,9,65,9,64
0,64,4,64,4,64,5,64,5,64,5,64,5,65,5,66,2,66,1,66,0,66,0,66,0,64,0,64
17,68,31,68,42,68,48,68,50,68,50,69,50,69,50,76,27,76,22,76,18,76,17,76,17,75,17,73
25,76,42,77,43,77,48,77,49,77,49,80,49,80,49,80,43,80,26,79,26,79,25,79,25,79,25,79
23,80,27,80,32,80,36,80,40,80,45,80,49,80,49,84,45,84,40,84,36,84,31,83,27,83,23,83
26,85,43,85,46,85,48,85,49,85,49,85,50,87,50,88,27,88,27,88,26,88,25,88,25,86,25,85
