113,0,136,0,138,0,139,0,140,0,141,4,141,5,141,10,138,10,126,10,122,10,114,10,114,7,114,0
91,46,100,37,111,28,121,24,138,25,152,30,159,34,155,42,148,38,136,34,122,33,115,36,106,43,97,52
114,37,120,36,128,36,130,36,131,36,131,36,131,42,132,48,122,49,118,49,117,49,115,49,114,37,114,37
83,54,169,49,174,48,180,48,189,47,190,56,190,56,190,65,131,68,125,69,99,70,84,71,83,54,83,54
116,71,134,71,135,71,139,71,141,71,141,75,141,82,141,83,138,83,129,83,118,83,116,83,116,76,116,71
118,88,127,88,133,89,135,90,139,90,138,100,138,100,138,100,121,99,118,99,117,99,117,99,118,94,118,94
161,90,172,90,172,90,179,91,190,91,190,99,190,99,190,99,183,98,176,98,164,98,160,97,160,97,160,97
160,98,163,98,172,100,176,100,183,101,188,101,195,101,194,107,188,107,182,106,176,105,171,105,161,104,159,103
128,114,156,114,158,114,159,114,160,114,160,130,160,133,160,143,141,143,129,143,128,143,128,143,128,137,128,128
65,123,142,138,169,143,169,143,179,145,176,162,175,167,174,175,156,172,98,161,70,156,59,154,63,131,64,129
80,158,108,158,185,158,188,158,189,158,189,165,189,165,189,168,163,168,94,168,90,168,80,168,80,164,80,160
