25,20,54,19,57,19,60,19,65,18,65,18,65,18,66,30,50,30,37,31,33,31,26,31,25,20,25,20
236,30,236,30,251,30,260,31,278,31,277,41,277,41,277,41,274,41,253,40,246,39,235,39,235,39,235,39
34,33,48,34,55,34,55,34,55,34,55,35,55,36,55,39,49,39,47,39,45,39,33,39,33,38,33,36
131,33,145,33,156,33,170,34,185,34,205,37,213,38,212,47,203,46,183,44,169,42,157,42,145,42,131,41
238,37,261,39,263,39,268,39,277,40,276,54,276,54,276,54,243,52,239,51,238,51,238,51,238,51,238,51
143,45,203,48,203,48,203,48,206,48,205,60,205,60,205,60,178,58,156,57,150,56,141,56,141,56,141,56
248,53,267,53,267,53,267,53,268,53,267,56,267,57,267,58,259,58,256,58,248,58,247,58,247,56,247,54
238,57,245,57,250,57,256,57,263,59,269,59,274,59,273,64,268,64,263,64,256,63,250,63,245,63,238,62
153,57,158,57,181,60,185,60,190,60,190,64,190,65,190,66,181,65,159,63,158,63,152,62,152,60,152,59
145,65,189,67,198,68,199,68,200,68,200,69,200,72,200,74,180,73,145,71,144,71,144,71,143,71,143,71
13,85,21,85,38,86,51,88,67,88,80,88,92,88,91,95,79,95,66,95,51,94,38,92,20,92,12,92
207,90,217,90,233,90,248,91,267,92,284,92,295,93,295,102,284,101,266,100,248,100,233,99,216,99,206,99
11,94,20,95,40,96,53,97,65,97,85,98,96,98,96,105,84,105,65,104,52,104,39,103,20,102,11,101
206,102,213,102,223,101,233,102,240,103,246,103,256,105,258,118,248,117,238,117,233,116,223,115,213,115,206,115
147,118,173,118,185,118,191,118,196,118,196,120,196,120,196,130,170,130,162,130,156,130,146,130,146,129,146,121
166,132,176,132,182,132,183,132,185,132,185,136,185,136,185,138,173,138,171,138,166,138,166,138,166,134,166,133
240,132,250,133,259,133,263,133,263,133,263,138,263,138,263,138,248,137,245,137,242,137,240,137,240,136,240,134
233,137,261,137,270,137,271,137,276,137,276,139,276,142,276,153,275,153,249,153,243,153,233,153,233,153,233,138
163,139,167,139,169,139,173,139,186,140,186,140,186,140,186,147,183,147,170,146,163,145,163,145,163,145,163,145
150,147,186,148,188,148,196,148,197,149,197,152,197,155,197,156,184,155,155,153,155,153,150,153,150,152,150,151
165,155,173,155,174,155,188,155,189,155,189,156,189,158,189,161,178,161,171,161,168,161,164,161,165,158,165,155
164,163,174,163,177,163,181,163,186,163,186,164,186,165,186,168,169,168,165,168,164,168,164,168,164,164,164,164
163,191,221,191,225,191,225,191,232,191,232,199,232,200,232,203,173,202,167,202,166,202,164,202,164,193,163,192
163,195,215,193,245,193,249,193,266,192,266,192,266,192,266,213,176,215,166,215,165,215,163,215,163,194,163,194
