25,6,231,14,297,16,299,16,301,16,300,38,300,38,300,38,134,32,88,30,76,29,24,27,24,16,24,16
0,59,26,52,95,42,137,38,192,41,244,48,298,57,290,91,236,82,188,75,137,73,99,76,32,86,0,94
83,83,215,83,216,83,221,83,222,82,222,86,222,86,222,97,202,97,114,97,90,97,82,97,82,85,82,83
98,102,167,101,171,101,198,101,209,101,209,101,209,101,210,113,110,114,99,114,98,114,98,114,98,106,98,106
144,130,156,130,174,129,194,128,215,128,230,128,249,128,248,141,228,141,214,141,195,141,173,141,156,142,144,142
79,130,87,130,95,130,106,130,111,130,124,131,132,132,129,146,122,145,111,144,107,144,94,144,85,144,78,144
0,130,7,130,16,131,27,130,34,131,48,133,56,134,52,149,45,147,33,145,28,145,15,146,5,145,0,145
160,144,179,145,196,148,221,144,243,145,270,145,290,145,289,157,269,156,243,156,221,155,197,158,179,156,159,155
95,147,101,147,113,147,125,147,131,148,143,149,151,149,150,161,141,160,131,161,123,159,113,159,101,159,94,159
12,147,25,147,37,148,52,147,66,149,72,149,85,150,86,164,73,163,64,163,52,161,38,162,25,161,12,161
107,167,158,165,188,164,195,164,206,164,206,164,206,164,206,185,165,187,149,188,114,189,108,189,107,167,107,167
