85,16,95,16,124,15,125,15,125,15,125,15,125,15,126,36,117,37,104,37,86,37,86,37,85,16,85,16
10,20,25,17,31,16,34,16,38,15,38,17,40,28,41,30,24,33,23,34,20,34,12,36,12,30,11,25
6,34,124,31,124,31,124,31,125,31,125,31,125,31,126,47,121,47,106,47,68,48,6,50,6,34,6,34
69,70,77,68,87,65,98,65,114,66,122,68,130,71,127,88,118,85,111,83,97,82,89,81,82,83,73,86
10,68,51,69,59,69,61,69,63,70,63,92,63,92,63,92,51,92,20,90,16,90,9,90,9,90,9,90
78,81,101,81,102,81,111,81,116,82,115,95,115,95,115,95,104,94,92,94,91,94,78,94,78,94,78,94
12,91,18,92,31,91,38,92,46,93,55,94,63,96,64,105,56,103,45,102,36,101,31,100,19,100,13,100
14,102,57,103,57,103,58,103,61,104,61,121,61,121,61,121,14,120,13,120,13,120,13,120,13,120,13,120
20,121,24,121,30,122,38,122,43,122,52,124,56,124,54,133,50,132,45,131,36,131,30,131,24,130,19,130
77,129,87,129,116,129,121,129,121,129,121,134,121,138,121,139,116,139,115,139,100,139,77,139,77,136,77,134
