119,19,125,16,131,14,140,10,150,8,157,7,162,6,166,16,160,17,153,18,143,21,135,24,128,26,123,29
112,46,118,41,129,34,144,28,153,28,171,29,177,31,176,39,170,37,152,35,146,36,132,41,123,47,117,52
239,31,245,35,246,36,257,43,264,44,262,60,268,63,278,52,271,49,258,58,250,55,240,49,234,46,228,41
28,49,33,46,39,44,45,41,51,39,54,39,62,38,67,47,60,48,54,49,48,51,42,53,36,56,31,58
113,52,125,49,134,47,167,40,171,39,171,39,173,47,174,52,141,59,126,62,120,63,116,64,114,54,113,51
3,66,13,64,27,65,36,59,46,56,59,56,70,55,68,63,58,65,48,65,41,67,27,74,16,73,6,75
213,65,222,63,237,63,257,66,270,73,283,84,294,96,282,106,271,94,261,86,251,80,234,77,221,77,211,79
17,75,22,73,32,72,39,69,49,67,56,66,63,64,66,73,58,75,51,77,42,79,36,82,24,83,19,85
6,89,21,87,22,87,22,87,24,86,24,91,24,91,25,95,22,95,10,96,9,97,7,97,6,89,6,89
230,85,236,86,246,88,254,90,262,92,272,94,280,94,275,105,266,104,259,104,250,101,245,100,233,97,227,97
138,96,156,93,162,92,161,92,164,91,165,94,165,94,165,97,159,97,149,99,149,99,140,101,138,96,138,96
140,105,150,103,156,103,166,101,177,99,185,99,194,97,197,107,188,108,179,108,167,111,158,112,150,113,141,114
128,116,187,108,206,106,207,106,211,106,211,106,212,113,212,119,133,128,131,128,129,128,129,128,128,116,128,116
135,128,197,120,197,120,198,120,200,120,201,128,202,128,202,132,137,140,137,140,137,140,137,140,135,132,135,128
146,141,150,140,158,138,168,137,175,136,184,137,189,138,188,144,183,144,174,143,167,143,158,144,152,146,147,147
