88,30,94,24,107,17,121,14,137,17,152,24,160,29,154,36,146,31,135,25,121,23,109,26,98,32,92,37
55,59,63,59,92,59,134,59,186,60,185,73,185,73,185,73,161,72,98,72,61,71,54,71,54,71,54,71
91,71,104,71,110,71,133,72,153,72,153,90,153,91,153,90,111,90,102,90,95,90,90,90,90,90,90,90
63,90,75,91,92,91,114,91,147,91,169,91,181,91,181,98,169,97,147,98,114,97,91,97,74,97,62,97
59,99,166,99,166,99,166,99,166,99,166,99,166,102,166,103,156,103,154,103,131,103,59,102,59,100,59,99
60,102,104,102,137,103,149,103,155,103,155,107,155,107,155,107,104,106,90,106,66,106,59,106,59,104,60,102
60,107,127,107,142,107,143,107,144,107,144,109,144,109,143,110,68,110,61,110,61,110,60,110,60,109,59,108
60,111,104,111,114,111,114,111,114,111,114,113,114,113,114,114,113,114,71,114,71,114,59,114,60,112,60,111
128,111,180,111,181,111,182,111,182,111,182,111,182,113,182,114,141,114,134,114,131,114,128,114,128,113,128,113
60,114,157,115,158,115,173,115,180,115,180,118,180,118,180,119,79,118,67,118,65,118,59,118,59,116,59,115
86,119,88,119,123,119,133,119,147,119,147,122,147,122,147,123,119,123,96,123,93,123,86,123,86,119,86,119
108,124,119,124,125,124,134,124,142,124,142,126,142,126,142,127,141,127,119,127,109,127,107,127,107,126,107,125
105,128,105,128,118,128,129,128,135,128,135,130,135,130,135,131,119,131,117,131,106,131,105,131,105,129,105,128
