235,66,429,66,432,66,441,66,443,66,443,78,443,78,443,91,442,91,255,91,243,92,234,92,234,76,234,66
79,101,134,101,153,100,158,100,193,100,193,100,193,100,194,115,112,116,105,117,97,117,79,117,79,109,79,101
75,121,92,121,107,119,122,120,143,120,159,119,176,117,176,132,159,133,144,134,122,134,106,133,92,135,75,136
45,144,219,143,226,143,231,143,281,142,281,142,281,142,282,170,114,172,73,172,52,172,46,172,45,144,45,144
37,218,84,216,166,215,166,215,168,215,168,240,168,243,168,244,133,245,52,247,38,247,37,248,36,224,36,218
401,214,408,214,512,214,526,214,527,214,527,238,527,240,527,242,448,242,426,242,404,242,401,242,401,231,401,226
403,248,497,248,575,248,585,248,607,248,607,260,607,269,607,279,404,279,403,279,403,279,403,279,403,250,403,249
35,249,103,249,243,249,245,249,264,249,264,266,264,271,264,279,237,279,97,279,41,279,35,279,35,265,35,250
404,288,503,288,504,288,513,288,514,288,514,305,514,319,514,325,480,325,463,325,457,325,404,325,404,317,404,291
30,289,118,289,120,289,123,289,136,289,136,323,136,323,136,324,114,324,55,324,52,324,30,324,30,303,30,291
24,333,154,333,164,333,171,333,174,333,174,353,174,359,174,363,29,363,27,363,26,363,24,363,24,340,24,336
26,380,103,381,131,381,140,381,163,381,163,391,163,402,163,417,77,416,49,416,27,416,25,416,25,416,25,416
