729,118,779,166,660,289,611,241
787,174,833,130,934,235,887,280
623,337,665,297,771,408,729,448
782,395,801,388,825,376,846,360,863,339,872,321,880,301,911,321,904,340,894,358,871,387,846,407,821,419,802,426
545,456,624,461,713,459,755,462,835,458,949,458,991,455,992,499,950,501,835,501,755,506,714,503,624,504,545,500
695,512,856,512,856,550,695,550
586,563,972,563,972,615,586,615
305,670,1249,665,1249,731,305,736
212,1756,701,1752,702,1777,212,1781
850,1755,1339,1755,1339,1777,850,1777
731,1761,821,1761,821,1784,731,1784
212,1787,701,1782,702,1806,212,1811
850,1784,1339,1784,1339,1809,850,1809
737,1787,814,1787,814,1806,737,1806
731,1806,821,1806,821,1822,731,1822
215,1814,705,1810,705,1835,215,1839
850,1813,1339,1813,1339,1835,850,1835
215,1845,702,1840,702,1864,215,1869
850,1842,1339,1842,1339,1864,850,1864
215,1874,698,1870,699,1895,215,1899
849,1871,1333,1867,1333,1893,850,1897
479,1928,1078,1928,1078,1948,479,1948
