3,61,165,45,590,22,878,-1,1195,-15,1616,-15,1778,-17,1779,77,1616,79,1197,79,884,93,591,117,171,140,10,156
1896,0,2215,0,2215,45,1896,45
490,155,2215,124,2217,256,493,287
899,284,2099,261,2102,411,902,435
1290,436,1654,443,1653,518,1288,512
260,542,2216,568,2215,699,258,673
1162,718,1795,735,1791,868,1159,851
55,1180,108,1110,159,1053,241,1028,317,1017,435,1059,488,1082,450,1169,397,1146,305,1111,252,1122,207,1135,180,1172,127,1242
788,1020,2220,1095,2214,1208,782,1133
791,1179,2220,1256,2213,1379,785,1302
803,1320,1827,1397,1819,1511,794,1434
