28,198,106,198,207,190,273,194,347,214,413,216,481,236,486,288,418,268,338,265,263,245,207,241,122,247,44,247
93,280,109,273,133,265,164,257,181,254,215,257,233,258,231,293,214,292,182,289,171,291,143,298,118,306,102,313
229,305,335,303,336,312,229,314
163,309,210,306,211,314,164,317
193,318,228,318,228,326,193,326
311,326,342,325,343,335,312,336
234,328,253,328,253,336,234,336
274,329,290,329,290,336,274,336
188,330,217,330,217,337,188,337
290,340,317,340,317,345,290,345
138,344,150,344,150,348,138,348
314,348,344,348,344,356,314,356
249,350,274,350,274,356,249,356
296,350,313,350,313,357,296,357
234,352,249,352,249,358,234,358
209,353,221,353,221,358,209,358
226,361,326,361,326,369,226,369
205,362,225,362,225,369,205,369
192,364,204,364,204,368,192,368
116,366,128,366,128,373,116,373
121,376,146,376,146,384,121,384
174,390,241,388,241,396,174,398
116,392,152,392,152,400,116,400
301,398,314,398,314,406,301,406
317,398,338,398,338,405,317,405
246,400,257,400,257,408,246,408
164,401,185,401,185,409,164,409
184,401,198,401,198,409,184,409
118,404,130,404,130,409,118,409
132,404,148,404,148,410,132,410
212,410,224,410,224,418,212,418
229,410,254,410,254,418,229,418
129,414,149,414,149,421,129,421
148,414,170,414,170,420,148,420
251,422,335,419,336,428,252,431
221,422,252,422,252,429,221,429
138,424,161,424,161,432,138,432
196,424,220,424,220,429,196,429
118,425,138,425,138,433,118,433
215,433,306,431,306,440,216,441
201,433,214,433,214,441,201,441
192,434,201,434,201,441,192,441
134,436,154,436,154,441,134,441
157,436,168,436,168,441,157,441
92,469,148,458,198,448,262,451,323,467,401,477,443,492,441,525,399,510,315,498,257,484,199,481,158,490,102,500
