659,477,738,477,738,514,659,514
425,514,550,499,555,539,430,555
220,545,338,532,342,572,225,585
850,654,949,645,953,685,853,693
547,680,683,669,686,713,550,724
856,696,931,686,934,709,859,719
332,701,447,701,447,738,332,738
549,726,659,716,660,737,551,746
677,865,756,865,756,901,677,901
447,871,574,871,574,907,447,907
248,883,356,883,356,913,248,913
350,1046,471,1046,471,1082,350,1082
568,1052,701,1052,701,1095,568,1095
877,1058,974,1058,974,1101,877,1101
1929,1089,2444,1089,2444,1216,1929,1216
278,1216,369,1216,369,1252,278,1252
467,1219,596,1232,592,1274,463,1261
701,1240,774,1240,774,1282,701,1282
29,1290,90,1285,109,1511,48,1516
1907,1979,1947,1992,2037,2023,2130,2042,2246,2063,2330,2074,2397,2081,2389,2142,2322,2135,2239,2124,2117,2102,2022,2082,1929,2051,1888,2037
3316,2064,3380,2057,3398,2219,3334,2226
3164,2063,3321,2063,3321,2565,3164,2565
3061,2075,3121,2075,3121,2262,3061,2262
